,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1274,0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,-216
1275,0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,1351
1276,0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,4564
1277,0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,2791
1278,0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,-1922
1279,1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,7361
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,1048
1281,0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,613
1282,1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,7604
1283,0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,954
1284,1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,8238
1285,1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,5795
1286,2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13053
1287,0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,2923
1288,0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,661
1289,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,2082
1290,0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,168
1291,1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,7718
1292,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3987
1293,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,732
1294,0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,-343
1295,0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,147
1296,0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3602
1297,1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5733
1298,0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,857
1299,1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,10568
1300,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,1522
1301,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,457
1302,0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,2306
1303,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1191
1304,1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,5535
1305,1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,3878
1306,1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,6193
1307,0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,3123
1308,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,2461
1309,1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,10097
1310,1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,2781
1311,0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,2388
1312,1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,4806
1313,0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,4676
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,3072
1315,0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,806
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,4220
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,3006
1318,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,12655
1319,2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,14537
1320,1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,8090
1321,0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,3240
1322,1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,6287
1323,0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1198
1324,1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,12839
1325,0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,692
1326,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1908
1327,1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,8124
1328,0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,190
1329,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1521
1330,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4640
1331,0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,-1272
1332,0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3773
1333,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4929
1334,1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6947
1335,1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,6879
1336,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,7378
1337,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,6510
1338,1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5885
1339,0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,446
1340,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,15354
1341,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,1276
1342,0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,-854
1343,1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,5286
1344,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,3204
1345,0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,-1646
1346,0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1895
1347,0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,3299
1348,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,2964
1349,0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,2649
1350,0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,-441
1351,1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,5297
1352,0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,128
1353,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1688
1354,1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,5742
1355,0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,2022
1356,0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,310
1357,0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,-123
1358,1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,12329
1359,0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,128
1360,0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,4170
1361,0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,1059
1362,0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4705
1363,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2756
1364,1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,6716
1365,0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1748
1366,0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1929
1367,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,3284
1368,0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,3421
1369,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,2661
1370,0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,209
1371,0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,1048
1372,0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,1022
1373,1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,4785
1374,1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,8073
1375,1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,11352
1376,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1966
1377,0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,-1710
1378,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,10179
1379,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,-658
1380,0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,-1574
1381,1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,6314
1382,0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,1057
1383,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1280
1384,0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,4096
1385,1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10720
1386,1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,6694
1387,0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,903
1388,0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2622
1389,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,9897
1390,1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,5626
1391,1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,11962
1392,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,5201
1393,1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,5450
1394,0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,4736
1395,0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,695
1396,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,1412
1397,1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,5553
1398,0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,1442
1399,1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,6082
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4228
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,3002
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,10342
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,5843
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,11619
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5560
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,4438
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,1156
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,13824
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1922
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,5113
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,4744
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2776
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1392
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3603
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,2573
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,1292
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4746
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,4314
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,2830
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,5920
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,549
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,292
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4667
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,1013
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,934
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4918
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,7072
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,8286
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,5060
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,839
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,962
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3612
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3073
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,5596
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,10185
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,364
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1106
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,542
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9192
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2791
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3870
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2923
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,620
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,3619
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,5271
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1040
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,11346
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6901
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6858
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,-893
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,726
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,3096
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4364
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,784
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,14672
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6948
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,234
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,193
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,2236
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,14614
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,280
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,11763
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,-301
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1899
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,2606
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,7048
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,207
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,6198
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,9186
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,679
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1255
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4843
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,-826
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,10927
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,6176
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1235
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5832
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,2171
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4820
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,387
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,6492
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,469
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4694
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,144
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,4646
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,6891
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,4555
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,1532
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1351
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,7944
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,5154
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,6010
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1816
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,13126
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,10314
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,10402
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5685
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,2639
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4450
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,-147
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,4105
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,830
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,2438
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,3312
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,6381
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,3878
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,14143
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,589
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,606
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,1092
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,246
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,11054
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,-1120
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,-902
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,1790
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,928
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,2028
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,2402
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,3492
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,834
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,11800
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,2240
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,8931
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1606
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,1280
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6901
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1550
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,2418
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,11459
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,7746
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,24
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,1008
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4937
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,6695
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3603
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,1682
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1445
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1058
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1504
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,602
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,18245
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,12816
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,8106
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3303
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4805
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1669
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,-1589
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,2668
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1025
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,4262
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,15072
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,3223
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,13263
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,9036
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2288
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,3512
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,6405
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,3999
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,3082
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,2938
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,14285
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,1114
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,4466
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5092
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,441
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,2184
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,654
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,6417
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1726
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,11238
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,1064
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,1975
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,-416
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1786
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,6193
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,2474
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,4888
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,-304
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,-573
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,-950
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,-197
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,3708
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1956
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,378
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5895
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,2572
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,5988
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,14836
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,6598
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,5731
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,10280
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,2474
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,-327
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,478
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,3731
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6945
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,-605
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1746
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,6403
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,2261
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4912
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1166
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,4705
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1391
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,-286
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,4092
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,6220
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,2616
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,-1290
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,530
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,5914
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,2509
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,13784
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,6712
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,13874
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,4984
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,4806
